Source,Table_ID,Row_ID,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7
UCG Specification v5(1).docx,31,1,"(D,tau,kappa,Pi) < Gamma < O < Psi < G < L < Spec(L) < K_t < d < g_{ab} < nabla < Gamma^c_{ab} < R^rho_{sig mu nu} < R_{ab} < R < G_{ab} < S < A_mu < F_{ab} < D_mu < psi < T_{ab} < Recovered Physics The complete unified certified dependency spine. 22 primary nodes. Every DER entry locates within this ordering.",,,,,,
UCG Specification v5(1).docx,32,1,COMPILER REGISTRY,,,,,,
UCG Specification v5(1).docx,33,1,COMPILER DEPENDENCY GRAPH (CDG),,,,,,
UCG Specification v5(1).docx,34,1,CDG Phase,Name,Inputs,Outputs,Source,,
UCG Specification v5(1).docx,34,2,CDG.0,Primitive Admission,None,"PRIM-G, PRIM-P, PRIM-C",Section 3,,
UCG Specification v5(1).docx,34,3,CDG.I,Grammar Construction,PRIM-G,"G = {D,T,C}, Gamma = C o T o D","DER-ORG-001,002",,
UCG Specification v5(1).docx,34,4,CDG.II,Graph Recovery,"PRIM-G, PRIM-C","G=(V,E), K(G_U)",DER-SPC-001,,
UCG Specification v5(1).docx,34,5,CDG.III,Laplacian Recovery,CDG.II,"L = D-A, Spec(L), K_t","DER-SPC-002,003,004",,
UCG Specification v5(1).docx,34,6,CDG.IV,Metric Recovery,CDG.III,"d(i,j), g_{ab}",DER-GEO-001,,
UCG Specification v5(1).docx,34,7,CDG.V,Curvature Recovery,CDG.IV,"Gamma^c, R^rho, R_{ab}, R, G_{ab}",DER-GEO-002 through 006,,
UCG Specification v5(1).docx,34,8,CDG.VI,Variational Recovery,CDG.IV,"C_Pi[y], field equation, S_EH, Einstein equations",DER-VAR-001 through 005,,
UCG Specification v5(1).docx,34,9,CDG.VII,Gauge Recovery,CDG.III,"A_mu, F_{ab}, D_mu, Yang-Mills",DER-GAU-001 through 004,,
UCG Specification v5(1).docx,34,10,CDG.VIII,Quantum Recovery,"CDG.III,VII","H, Schrodinger, Dirac, spin",DER-QR-001 through 008,,
UCG Specification v5(1).docx,34,11,CDG.IX,Thermodynamic Recovery,"PRIM-P, CDG.III","sigma, S, J, Clausius-Duhem, Fourier",DER-TRC-001 through 005,,
UCG Specification v5(1).docx,34,12,CDG.X,Standard Model,CDG.VIII,G_SM = SU(3)xSU(2)xU(1),THM-ANOM,,
UCG Specification v5(1).docx,34,13,CDG.XI,CMRC Execution,CDG.I,"Worldsheet, Polyakov, Virasoro, BRST, G_{ab}=0",CMRC-001 through 019,,
UCG Specification v5(1).docx,34,14,CDG.XII,Validation Execution,CDG.I through XI,"VAL-001,004,005 certified",VAL entries,,
UCG Specification v5(1).docx,34,15,CDG.XIII,Bifurcation,"CDG.III, CDG.IX","alpha, {Sigma_chaos, Sigma_persistent, Sigma_equilibrium}",TOEv bifurcation theorem,,
UCG Specification v5(1).docx,34,16,CDG.XIV,UOT Classification,CDG.XIII,"POS,TDS,TEDS,NEDS,AOS,SOS,SES,ROS,MOS",TOEv_Taxonomy,,
UCG Specification v5(1).docx,34,17,CDG.XV,ISA Compilation,CDG.XIV,UOISA canonical library,Three-Layer Compiler §III,,
UCG Specification v5(1).docx,34,18,CDG.XVI,Universal Output,CDG.I through XV,Complete certified dependency lattice,This document,,
UCG Specification v5(1).docx,35,1,RECOVERY EXECUTION ENGINE (REE),,,,,,
UCG Specification v5(1).docx,36,1,REE Entry,Branch,Prerequisites,Parallel With,Output,,
UCG Specification v5(1).docx,36,2,REE-SPC,Spectral Recovery,CDG.II,REE-TRC,"Spec(L), K_t, d(i,j)",,
UCG Specification v5(1).docx,36,3,REE-GEO,Geometry Recovery,REE-SPC,REE-GAU (partial),"g_{ab}, curvature hierarchy",,
UCG Specification v5(1).docx,36,4,REE-VAR,Variational Recovery,REE-GEO,REE-GAU,"Field equation, Einstein equations",,
UCG Specification v5(1).docx,36,5,REE-GAU,Gauge Recovery,REE-SPC,REE-GEO (partial),"A_mu, F_{ab}, Yang-Mills",,
UCG Specification v5(1).docx,36,6,REE-QR,Quantum Recovery,"REE-SPC, REE-GAU",None,"Hilbert space, Schrodinger, Dirac",,
UCG Specification v5(1).docx,36,7,REE-TRC,Thermodynamic Recovery,PRIM-P,REE-SPC,"sigma, entropy laws, Pi_O (OPEN)",,
UCG Specification v5(1).docx,36,8,REE-CMRC,Conformal Math Recovery Core,CDG.I,REE-GEO (runs parallel; joins at G_{ab}),"Virasoro, BRST, vacuum Einstein",,
UCG Specification v5(1).docx,36,9,REE-VAL,Validation Campaign,CDG.I through IX,None,"VAL-001,004,005 certified; remainder noted",,
UCG Specification v5(1).docx,36,10,REE-BIF,Bifurcation Recovery,"REE-SPC, REE-TRC",None,"Attractor classification, alpha thresholds",,
UCG Specification v5(1).docx,37,1,Entry ID,Statement (abbreviated),Direct Predecessors,Status,,,
UCG Specification v5(1).docx,37,2,PRIM-G-001,Delta (Distinction),None,CERTIFIED,,,
UCG Specification v5(1).docx,37,3,PRIM-G-002,tau (Transformation),None,CERTIFIED,,,
UCG Specification v5(1).docx,37,4,PRIM-G-003,kappa (Constraint),None,CERTIFIED,,,
UCG Specification v5(1).docx,37,5,PRIM-G-004,Pi (Persistence),None,CERTIFIED,,,
UCG Specification v5(1).docx,37,6,PRIM-P-001,E (Energy),None,CERTIFIED,,,
UCG Specification v5(1).docx,37,7,PRIM-C-001,"B=(U,V,E) (Bipartite substrate)",None,CERTIFIED,,,
UCG Specification v5(1).docx,37,8,AX-SDR-001..005,Strict Dependency Relation axioms,None,CERTIFIED,,,
UCG Specification v5(1).docx,37,9,DER-ORG-001,"Grammar G = {D,T,C}","PRIM-G-001,002,003",CERTIFIED,,,
UCG Specification v5(1).docx,37,10,DER-ORG-002,State evolution Psi_{t+1}=C(T(D Psi_t)),ORG-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,11,DER-ORG-003,Persistence fixed point,ORG-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,12,DER-ORG-004,Recursive generativity Pi=>Delta',ORG-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,13,DER-ORG-005,Compiler interface,"ORG-001, SPC-001",CERTIFIED,,,
UCG Specification v5(1).docx,37,14,DER-ORG-006,Fixed-point equivalence theorem,"ORG-003, SPC-005",OPEN,,,
UCG Specification v5(1).docx,37,15,DER-ORG-007,Pi_O recovery (org. side),"ORG-003, TRC-002",OPEN,,,
UCG Specification v5(1).docx,37,16,DER-ORG-008,Attractor uniqueness,ORG-003,OPEN,,,
UCG Specification v5(1).docx,37,17,DER-ORG-009,Compiler completeness,ORG-005,OPEN,,,
UCG Specification v5(1).docx,37,18,DER-ORG-010,Dependency completeness,"SDR-005, ORG-009",OPEN,,,
UCG Specification v5(1).docx,37,19,DER-SPC-001,"Graph G=(V,E)",ORG-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,20,DER-SPC-002,Laplacian L=D-A,SPC-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,21,DER-SPC-003,Spectrum Spec(L),SPC-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,22,DER-SPC-004,Heat kernel K_t,SPC-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,23,DER-SPC-005,Persistence operator R,SPC-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,24,DER-SPC-006,Spectral fixed point Omega,SPC-005,OPEN,,,
UCG Specification v5(1).docx,37,25,DER-VAR-001,Persistence Cost Functional,"GEO-001, SPC-003",CERTIFIED,,,
UCG Specification v5(1).docx,37,26,DER-VAR-002,Universal Persistence Field Equation,VAR-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,27,DER-VAR-003,Legendre transform,VAR-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,28,DER-VAR-004,Einstein-Hilbert action,GEO-005,CERTIFIED,,,
UCG Specification v5(1).docx,37,29,DER-VAR-005,Einstein field equations,"VAR-004, GEO-006",CERTIFIED,,,
UCG Specification v5(1).docx,37,30,DER-GEO-001,Spectral metric g_{ab},SPC-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,31,DER-GEO-002,Levi-Civita connection Gamma^c_{ab},GEO-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,32,DER-GEO-003,Riemann tensor R^rho_{sig ab},GEO-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,33,DER-GEO-004,Ricci tensor R_{ab},GEO-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,34,DER-GEO-005,Ricci scalar R,GEO-004,CERTIFIED,,,
UCG Specification v5(1).docx,37,35,DER-GEO-006,Einstein tensor G_{ab},GEO-005,CERTIFIED,,,
UCG Specification v5(1).docx,37,36,DER-GAU-001,Gauge connection A_mu,SPC-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,37,DER-GAU-002,Field strength F_{ab},GAU-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,38,DER-GAU-003,Covariant derivative D_mu,"GAU-001, GEO-002",CERTIFIED,,,
UCG Specification v5(1).docx,37,39,DER-GAU-004,Yang-Mills equations,"GAU-002, GAU-003",CERTIFIED,,,
UCG Specification v5(1).docx,37,40,DER-QR-001,Hilbert space H,SPC-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,41,DER-QR-002,Schrodinger equation,"QR-001, SPC-003",CERTIFIED,,,
UCG Specification v5(1).docx,37,42,DER-QR-003,Heisenberg equation,QR-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,43,DER-QR-004,Uncertainty relation,QR-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,44,DER-QR-005,Clifford algebra,GEO-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,45,DER-QR-006,Dirac operator,"QR-005, GAU-003",CERTIFIED,,,
UCG Specification v5(1).docx,37,46,DER-QR-007,Spin recovery,QR-006,CERTIFIED,,,
UCG Specification v5(1).docx,37,47,DER-QR-008,Magnetic moment,"QR-007, GAU-001",CERTIFIED,,,
UCG Specification v5(1).docx,37,48,DER-TRC-001,Internal energy (first law),PRIM-P-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,49,DER-TRC-002,Entropy S=k_B ln W,TRC-001,CERTIFIED,,,
UCG Specification v5(1).docx,37,50,DER-TRC-003,Entropy flux J_s=J_q/T,TRC-002,CERTIFIED,,,
UCG Specification v5(1).docx,37,51,DER-TRC-004,Clausius-Duhem inequality,"TRC-002, TRC-003",CERTIFIED,,,
UCG Specification v5(1).docx,37,52,DER-TRC-005,Fourier heat flux J_q=-kappa nabla T,TRC-003,CERTIFIED,,,
UCG Specification v5(1).docx,37,53,DER-TRC-006,Pi_O (thermodynamic side),"TRC-002, SPC-003",OPEN,,,
UCG Specification v5(1).docx,37,54,CMRC-001..019,Conformal Math Recovery Core (complete),"PRIM-G-001,002,003",CERTIFIED,,,
UCG Specification v5(1).docx,37,55,VAL-001,"String Theory (bosonic, critical dim=26)",CMRC-001..019,CERTIFIED,,,
UCG Specification v5(1).docx,37,56,VAL-002,Maxwell Electrodynamics,DER-GAU-001..004,CERTIFIED,,,
UCG Specification v5(1).docx,37,57,VAL-003,GR Matter Coupling,"DER-VAR-005, DER-TRC-001",CERTIFIED,,,
UCG Specification v5(1).docx,37,58,VAL-004,Quantum Mechanics,DER-QR-001..006,CERTIFIED,,,
UCG Specification v5(1).docx,37,59,VAL-005,Hamiltonian Mechanics,"DER-VAR-003, DER-QR-001",CERTIFIED,,,
UCG Specification v5(1).docx,37,60,THM-ANOM,G_SM = SU(3)xSU(2)xU(1) derivation,DER-QR-006,CERTIFIED,,,
UCG Specification v5(1).docx,38,1,Document,Version,Registries Populated,Integration Status,,,
UCG Specification v5(1).docx,38,2,SEIT_ISA.docx,July 2026,"PRIM-C, SPC, GEO, VAR, GAU, QR — Phases 0-XIII",Integrated: DER-SPC through DER-QR,,,
UCG Specification v5(1).docx,38,3,ROG_UOC_UOT_TOEv.docx,July 2026,"PRIM-G, AX-ROG, DER-ORG, UOT taxonomy","Integrated: DER-ORG-001 through 005, AX-ROG-1 through 6",,,
UCG Specification v5(1).docx,38,4,TOEv.docx,July 2026,"AX-TRL, TDS/TEDS/NEDS/AOS hierarchy, transition matrix",Integrated: AX-TRL-1 through 7,,,
UCG Specification v5(1).docx,38,5,TOEv_Taxonomy.docx,July 2026,"UOT ten-class taxonomy, three classification axes",Integrated: Section 3 (UOT classes),,,
UCG Specification v5(1).docx,38,6,TNDS_Bridge.docx,July 2026,"OP-ORG physical realizations, Pi_O coupling equation","Integrated: USR-024, DER-TRC-006 (OPEN)",,,
UCG Specification v5(1).docx,38,7,Three_Layer_Compiler.docx,July 2026,"CDG, REE, three-layer architecture",Integrated: Section 12,,,
UCG Specification v5(1).docx,38,8,DER_Registry_v2.docx,July 2026,All 57 DER entries with full proof obligations,Integrated: Section 11 summary; full cards in source doc,,,
UCG Specification v5(1).docx,38,9,Master_Equation_Matrix.docx,July 2026,174 equations organized as derivation chain,Reference document; equations cross-indexed to USR,,,
UCG Specification v5(1).docx,38,10,Combined_Compiler_Theories_Final.docx,2026,"Parts I-V: TOEv, UDP v2.0, gradient chain, MDCL, UGAS-MDCL-0001","Integrated: CMRC-001..019, VAL-001,004,005, AX-TRL, T0-T20, D1-D27, Phase 0-XVI, Part V algebraic foundation",,,
UCG Specification v5(1).docx,39,1,PRF ID,For,Missing,Closes,,,
UCG Specification v5(1).docx,39,2,PRF-ROG-3,AX-ROG-3 (Completeness),Formal proof that every organizational phenomenon has a G* representation. No counterexample found; neither exhaustive enumeration nor abstract spanning argument constructed.,DER-ORG-009,,,
UCG Specification v5(1).docx,39,3,PRF-ROG-5,AX-ROG-5 (Canonical Form),Uniqueness proof for the minimal DTC representation. Requires showing no two distinct canonical forms represent the same organizational system.,DER-ORG-009,,,
UCG Specification v5(1).docx,39,4,PRF-FPE,DER-ORG-006,"Equivalence of Banach, spectral, least fixed point, and ROG closure formulations of persistence. Common fixed point assumed throughout framework but not proven.",DER-ORG-006,,,
UCG Specification v5(1).docx,39,5,PRF-PiO,DER-ORG-007 / DER-TRC-006,"Rigorous derivation of Pi_O = f(sigma, C, Spec(L)) from TNDS first principles. Coupling equation proposed; stationary distribution of Fokker-Planck equation approach outlined but not executed.",Both ORG-007 and TRC-006,,,
UCG Specification v5(1).docx,39,6,PRF-ATU,DER-ORG-008,Uniqueness of organizational attractor for each alpha. Banach theorem gives uniqueness given completeness and c<1; proof that c<1 holds uniformly across all initial conditions needed.,DER-ORG-008,,,
UCG Specification v5(1).docx,39,7,PRF-SFP,DER-SPC-006,Spectral fixed point uniqueness for disconnected graphs. Unique under connectedness assumption; general case open.,DER-SPC-006,,,
UCG Specification v5(1).docx,39,8,PRF-UGNT,Part V UGNT,Termination and confluence of the rewrite system for grammar normal forms. Both required for UGNT normal-form theorem; neither proven.,Part V §4,,,
UCG Specification v5(1).docx,39,9,PRF-BORN,DER-ORG-006 (partial),Born rule uniqueness: R-invariant measure on Pi is unique and equals |psi|^2. Existence outlined; Gleason's theorem approach not yet executed.,Open,,,
UCG Specification v5(1).docx,39,10,PRF-LOR,Open,Lorentz signature: maximum spectral compression direction is timelike. Argument sketched in SEIT Phase III; rigorous connection between compression functional and g_{tt}<0 not constructed.,Open,,,
UCG Specification v5(1).docx,39,11,PRF-GEN,Open,Three fermion generations: N_c=3 does not constrain generation count. Extension of representation theory analysis required.,Open,,,
UCG Specification v5(1).docx,39,12,PRF-CONST,Open,"Universal constants c,G,hbar as fixed points of Seeley-DeWitt coefficient ratios. Pipeline defined; explicit computation of fixed-point functions f_k not performed.",Open,,,
UCG Specification v5(1).docx,39,13,PRF-BNAT,Open,B_Nature: identify M such that Spec(L)=Spec(Nature). Cubitt-Perez Garcia-Wolf undecidability may apply for infinite L. Fundamental open problem.,Open,,,
UCG Specification v5(1).docx,39,14,PRF-PRIM,Open,"Primitive grammar reconciliation: three grammars ({D,T,C,Pi}; {D,T,C}+gradient; {D,tau,kappa,Theta,Pi,Omega}) developed independently. Not shown to be equivalent or reducible to one. Central open problem across all five compiler lines.",Open,,,
UCG Specification v5(1).docx,40,1,ARBS — ABELIAN RECURSIVE BIPARTITE SHELL GRAPH SPECIFICATION,,,,,,
UCG Specification v5(1).docx,41,1,Lock,ID,Statement,Consequence,,,
UCG Specification v5(1).docx,41,2,Bipartite Reciprocity Lock,TH-ARBS-001A,The vertex set splits as V = V_0 cup V_1 with edges only crossing between partitions. The symmetric transport matrix N_S is locked by the bipartite structure.,"Odd-cycle connectivity paths are excluded. Without this lock, cospectral switching moves can corrupt the Mosco limit by altering the degree operator D^O.",,,
UCG Specification v5(1).docx,41,3,Shell Nilpotency Lock,TH-ARBS-001B,The directed transport matrix N satisfies N^m = 0 for some finite m. Shell indices are monotonically ordered; back-directed loops across shells are excluded.,"Unconstrained directed loops would cause the sectorial angle alpha -> pi/2, inflating the resolvent norm to infinity and destroying semigroup contractivity (TH-Pi-005).",,,
UCG Specification v5(1).docx,42,1,Category,Objects,Morphisms,Structural Constraint,,,
UCG Specification v5(1).docx,42,2,Graph_ARBS,"Finite typed weighted hypergraphs G=(V,E,W,sigma) satisfying TH-ARBS-001A and TH-ARBS-001B",Edge-preserving capacity embeddings f: G->H preserving vertex partitions and shell indices,ARBS axioms: bipartite partition + shell nilpotency,,,
UCG Specification v5(1).docx,42,3,Field(M),"Collections of closed densely defined linear operators, connection 1-forms A, and spinor sections psi on smooth principal and spin bundles over compact 4D (M,g)",Smooth gauge-equivariant bundle map pull-backs,"Gauge equivariance + smoothness of (M,g)",,,
UCG Specification v5(1).docx,43,1,ID,Theorem,Certification Basis,Status,,,
UCG Specification v5(1).docx,43,2,RF-001,Well-Definedness: R: Graph_ARBS -> Field(M) exists as a covariant functor independent of graph approximation sequence,"Mosco convergence (Kato's Rep. Theorem) + Gromov-Hausdorff + Trotter-Kato. Internal: TH-Pi-003, TH-Pi-006, UCE-001",CERTIFIED,,,
UCG Specification v5(1).docx,43,3,RF-002,Functoriality: R(id_G)=id_{R(G)} and R(g o f)=R(g) o R(f),"Strong operator topology: lim of bounded linear products = product of limits. Internal: RF-001, CP-001",CERTIFIED,,,
UCG Specification v5(1).docx,43,4,RF-003,"Convergence: G_n ->^GH (M,g) => E_n ->^Mosco E => L_n ->^s.r. L => T_n(t) ->^s T(t)",Kato's First Rep. Theorem (Mosco->s.r.) + Trotter-Kato (s.r.->semigroup),CERTIFIED,,,
UCG Specification v5(1).docx,43,5,RF-004,Monoidal Preservation: R(G sqcup H) cong R(G) otimes R(H); pentagon + triangle coherence satisfied,M-000 (tensor comparison construction) + Mac Lane Monoidal Coherence Theorem,CERTIFIED,,,
UCG Specification v5(1).docx,43,6,RF-005,Faithfulness and Conservatism: R is faithful and conservative but neither full nor essentially surjective,Faithfulness: distinct embeddings -> distinct cochain push-forwards -> distinct limits. Obstruction: ker(Phi_d) != empty,CERTIFIED,,,
UCG Specification v5(1).docx,44,1,"G_n ->^{GH} (M,g) => E_n ->^{Mosco} E => L_n ->^{s.r.} L => T_n(t) ->^{s} T(t) RF-003: The four-topology convergence chain. Gromov-Hausdorff -> Mosco -> Strong Resolvent -> Semigroup. Certified.",,,,,,
UCG Specification v5(1).docx,45,1,ID,Theorem,Statement,Status,,,
UCG Specification v5(1).docx,45,2,RK-001,Kernel Algebra,"ker(Phi_d) has algebraic structure generated by five minimal generators {K_1,K_2,K_3,K_5,K_6} forming a closed Lie Groupoid: <K_1,K_2,K_3,K_5,K_6> = A_ker subset ker(Phi_d)",CERTIFIED,,,
UCG Specification v5(1).docx,45,3,RK-002,Normal Forms,The kernel algebra is strictly terminating and confluent. Every element reduces to unique canonical form: Delta G_normal = K_1^alpha K_2^beta K_6^gamma K_3[g] K_5^delta (proved via Newman's Lemma),CERTIFIED,,,
